#Type,IsPar,Factor_1,ShiftSize_1,Factor_2,ShiftSize_2,Currency,NettingSet,Date,Time,EPE,ENE,PFE,ExpectedCollateral,BaselEE,BaselEEE,TimeWeightedBaselEPE,TimeWeightedBaselEEPE
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,751156.58,431048.12,3080835.28,0.00,805811.35,813088.48,611522.37,631864.71
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,706775.94,564135.44,2260670.81,0.00,762047.85,813088.48,621644.72,644051.42
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,766786.09,636090.95,2849591.00,0.00,830945.03,830945.03,634819.80,655816.03
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,883759.80,525939.38,2950464.88,0.00,962458.62,962458.62,653795.02,673575.26
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,868600.27,582738.29,2780100.25,0.00,950747.75,962458.62,670392.62,689721.84
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,786863.48,624778.86,3270847.75,0.00,865649.84,962458.62,680728.45,704159.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,734401.75,620050.91,3534686.30,0.00,812033.76,962458.62,687336.12,717157.40
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,892544.73,571643.10,3519929.50,0.00,991736.37,991736.37,701489.87,729924.55
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,845697.83,608741.60,3091549.00,0.00,944450.03,991736.37,712632.08,741931.29
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,768333.84,648145.62,2959427.38,0.00,862404.97,991736.37,719199.51,752885.07
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,754815.26,680509.03,2657552.13,0.00,851622.75,991736.37,724878.00,763127.33
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,850695.22,598406.48,3034537.63,0.00,964403.25,991736.37,734021.40,771854.03
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,820239.15,629098.36,2865411.09,0.00,934593.37,991736.37,741803.72,780385.61
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,761636.55,695632.20,2901813.06,0.00,872318.87,991736.37,746780.58,788444.92
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,782550.86,686128.73,3118262.59,0.00,900769.55,991736.37,752262.76,795682.33
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,823624.08,571528.29,3478999.63,0.00,952647.30,991736.37,758931.90,802207.34
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,788007.37,580918.42,3027944.38,0.00,916175.51,991736.37,764330.14,808713.96
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,742256.65,634827.06,2837138.13,0.00,867313.55,991736.37,767642.68,814601.01
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,795996.94,716359.70,2857141.38,0.00,934774.95,991736.37,772845.78,820115.52
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,866971.06,613479.45,2752540.00,0.00,1023231.25,1023231.25,780393.01,826237.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,806171.12,566120.99,2692015.19,0.00,956246.69,1023231.25,785538.57,832002.04
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,765036.98,594502.50,2784804.00,0.00,912058.17,1023231.25,789173.73,837496.44
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,741655.27,561521.07,3133253.50,0.00,888668.11,1023231.25,791955.38,842689.19
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,793994.24,435528.55,3291666.66,0.00,956050.36,1023231.25,796283.79,847451.43
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,811362.18,466906.79,3316073.50,0.00,981919.21,1023231.25,801211.08,852117.12
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,691574.47,461775.99,2534271.88,0.00,841196.66,1023231.25,802244.97,856541.54
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,663871.81,486470.07,2757730.00,0.00,811596.92,1023231.25,802480.68,860742.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,692620.42,427309.20,2602992.63,0.00,850897.65,1023231.25,803633.13,864610.56
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,692643.35,485770.55,2893034.00,0.00,855242.39,1023231.25,804872.48,868419.68
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,625638.35,507947.39,2838937.25,0.00,776426.65,1023231.25,804205.40,872050.15
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,621131.68,525785.12,3077081.69,0.00,774744.10,1023231.25,803530.33,875514.24
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,709000.68,471629.50,3264145.91,0.00,888683.49,1023231.25,805376.94,878717.58
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,696124.85,508172.77,2821333.88,0.00,876970.76,1023231.25,806946.64,881886.06
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,598076.30,514997.12,2179102.19,0.00,757272.34,1023231.25,805880.89,884918.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,591599.82,520632.89,2171018.50,0.00,752954.67,1023231.25,804746.77,887882.40
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,651780.25,455659.96,2417846.88,0.00,833573.55,1023231.25,805312.76,890539.85
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,625848.99,465136.04,2307977.16,0.00,804558.35,1023231.25,805297.26,893265.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,510040.78,461423.65,1938088.28,0.00,658971.27,1023231.25,802444.11,895799.74
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,489549.47,468045.02,2023762.06,0.00,635670.07,1023231.25,799251.14,898239.48
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,555293.56,397683.76,2087029.81,0.00,724655.18,1023231.25,797847.48,900591.42
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,520646.18,400083.36,1833853.25,0.00,682849.59,1023231.25,795723.55,902856.50
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,412879.88,412290.45,1640772.13,0.00,544226.49,1023231.25,791162.81,905039.42
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,380112.91,420749.73,1570285.56,0.00,503577.21,1023231.25,785985.24,907167.29
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,452597.94,327053.10,1598621.56,0.00,602581.39,1023231.25,782811.00,909176.05
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,439256.89,345180.85,1836726.06,0.00,587753.63,1023231.25,779456.27,911137.66
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,355890.78,380396.62,1346380.63,0.00,478620.12,1023231.25,774314.82,913053.40
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,354264.53,395302.88,1287290.00,0.00,478849.88,1023231.25,769350.01,914904.75
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,416002.40,302049.01,1355883.42,0.00,565058.45,1023231.25,766082.29,916637.48
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,395818.31,319057.06,1288697.88,0.00,540369.62,1023231.25,762410.93,918371.30
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,311370.05,341036.79,1119170.91,0.00,427237.51,1023231.25,757046.37,920049.61
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,287240.92,332815.80,1183133.99,0.00,396128.74,1023231.25,751366.60,921673.39
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-05-05,16.245902,330631.10,246576.78,1242316.83,0.00,458229.95,1023231.25,746929.61,923210.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-08-05,16.497268,309777.12,237134.08,1068768.97,0.00,431505.76,1023231.25,742123.55,924734.59
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2032-11-05,16.748634,232942.98,255350.10,937120.50,0.00,326125.22,1023231.25,735880.18,926212.84
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-02-07,17.005741,204001.37,254071.70,759322.28,0.00,287086.73,1023231.25,729094.94,927679.65
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-05-05,17.244098,240324.17,165503.04,903322.75,0.00,339825.18,1023231.25,723714.26,929000.41
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-08-05,17.496152,221103.94,171884.36,991863.81,0.00,314233.20,1023231.25,717815.16,930357.93
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2033-11-07,17.753687,143826.69,192731.46,703628.28,0.00,205466.18,1023231.25,710383.04,931705.14
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-02-06,18.003002,130441.95,206939.65,731435.72,0.00,187280.16,1023231.25,703138.84,932972.64
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-05-05,18.244098,161927.59,115534.20,710159.69,0.00,233613.16,1023231.25,696934.05,934165.41
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-08-07,18.501632,148100.10,129346.06,671402.45,0.00,214771.70,1023231.25,690222.57,935405.17
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2034-11-06,18.750947,75325.24,148692.17,425993.78,0.00,109783.19,1023231.25,682504.97,936572.92
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-02-05,19.000262,62037.42,159010.73,344152.55,0.00,90870.45,1023231.25,674741.74,937710.02
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-05-07,19.249577,82346.11,59332.44,347332.24,0.00,121223.17,1023231.25,667572.73,938817.66
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-08-06,19.498892,64992.43,63894.02,318342.99,0.00,96156.56,1023231.25,660266.54,939896.99
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2035-11-05,19.748207,8600.90,102459.44,73390.21,0.00,12788.92,1023231.25,652092.33,940949.06
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-02-05,20.000000,3342.54,121044.84,24314.16,0.00,4995.33,1023231.25,643945.61,941984.96
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-05-05,20.245902,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-08-05,20.497268,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2036-11-05,20.748634,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-02-05,21.000262,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-05-05,21.244098,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-08-05,21.496152,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2037-11-05,21.748207,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Base,false,,0.00000000,,0.00000000,EUR,CPTY_A,2038-02-05,22.000262,0.00,0.00,0.00,0.00,0.00,1023231.25,0.00,0.00
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-02-05,0.000000,78228.28,0.00,78228.28,78228.28,78228.28,78228.28,78228.28,78228.28
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-05-05,0.245902,250892.53,169654.51,796296.31,0.00,252153.44,252153.44,252153.44,252153.44
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-08-05,0.497268,337764.13,243874.60,1261172.38,0.00,341197.01,341197.01,297164.47,297164.47
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2016-11-07,0.754098,347771.56,355215.93,1624055.69,0.00,353131.89,353131.89,316225.84,316225.84
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-02-06,1.003002,423852.60,448226.28,1922570.00,0.00,432539.68,432539.68,345090.10,345090.10
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-05-05,1.244098,583790.40,441607.21,1963409.53,0.00,598663.15,598663.15,394230.48,394230.48
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-08-07,1.501632,631210.59,468278.96,2664151.94,0.00,650651.68,650651.68,438207.46,438207.46
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2017-11-06,1.750947,604730.11,536363.76,3166801.94,0.00,626471.82,650651.68,465014.18,468457.12
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-02-05,2.000262,665209.68,567709.63,2803741.50,0.00,692553.64,692553.64,493374.97,496388.78
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-05-07,2.249577,777175.02,467716.11,2896786.88,0.00,813173.76,813173.76,528817.48,531497.27
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-08-06,2.498892,748468.21,467386.65,3329286.15,0.00,787061.77,813173.76,554582.58,559600.20
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2018-11-05,2.748207,717413.39,543895.05,3029306.75,0.00,758186.20,813173.76,573053.33,582604.19
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-02-05,3.000262,655808.91,543161.43,2950697.58,0.00,696592.04,813173.76,583431.93,601974.55
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-05-06,3.246837,709806.83,374966.09,2969103.25,0.00,757684.65,813173.76,596665.25,618013.70
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-08-05,3.496152,751188.39,431098.20,3080892.06,0.00,805875.90,813173.76,611584.32,631930.81
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2019-11-05,3.748207,706805.47,564179.30,2260645.77,0.00,762103.64,813173.76,621706.26,644118.81
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-02-05,4.000000,766824.46,636143.14,2849725.50,0.00,831007.48,831007.48,634881.39,655883.12
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-05-05,4.245902,883805.53,526000.74,2950737.25,0.00,962526.65,962526.65,653856.99,673642.40
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-08-05,4.497268,868647.87,582801.62,2780199.56,0.00,950811.85,962526.65,670454.71,689789.03
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2020-11-05,4.748634,786918.12,624846.80,3271328.25,0.00,865715.42,962526.65,680790.72,704226.23
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-02-05,5.000262,734460.00,620123.10,3535229.30,0.00,812098.17,962526.65,687398.50,717224.68
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-05-05,5.244098,892603.25,571711.63,3520327.50,0.00,991795.33,991795.33,701552.09,729991.43
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-08-05,5.496152,845753.92,608810.57,3091832.25,0.00,944500.93,991795.33,712693.78,741997.82
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2021-11-05,5.748207,768391.18,648213.98,2959624.00,0.00,862453.18,991795.33,719260.62,752951.26
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-02-07,6.005741,754880.52,680584.72,2658286.63,0.00,851674.93,991795.33,724938.72,763193.22
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-05-05,6.244098,850764.96,598482.58,3034726.50,0.00,964452.26,991795.33,734081.68,771919.65
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-08-05,6.496152,820323.18,629188.67,2865453.13,0.00,934654.08,991795.33,741864.02,780450.97
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2022-11-07,6.753687,761695.41,695699.64,2902201.69,0.00,872347.97,991795.33,746839.68,788510.03
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-02-06,7.003002,782639.70,686225.85,3118295.88,0.00,900826.61,991795.33,752321.80,795747.23
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-05-05,7.244098,823705.61,571611.88,3479432.13,0.00,952688.04,991795.33,758990.33,802272.04
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-08-07,7.501632,788087.87,581003.68,3028308.38,0.00,916211.69,991795.33,764387.80,808778.46
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2023-11-06,7.750947,742339.39,634919.76,2837593.38,0.00,867350.46,991795.33,767699.68,814665.33
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-02-05,8.000000,796094.03,716466.88,2857485.00,0.00,934818.70,991795.33,772902.36,820179.68
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-05-06,8.248634,867056.06,613571.04,2752919.88,0.00,1023248.26,1023248.26,780448.40,826300.66
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-08-05,8.497268,806247.25,566205.10,2692362.56,0.00,956253.18,1023248.26,785592.53,832063.44
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2024-11-05,8.748634,765109.89,594590.82,2785224.50,0.00,912059.39,1023248.26,789226.18,837556.57
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-02-05,9.000262,741732.13,561611.68,3133713.88,0.00,888671.10,1023248.26,792006.44,842748.11
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-05-05,9.244098,794070.52,435609.11,3292396.16,0.00,956040.49,1023248.26,796333.24,847509.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-08-05,9.496152,811454.14,466999.11,3316501.50,0.00,981919.85,1023248.26,801259.24,852173.85
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2025-11-05,9.748207,691657.65,461868.70,2534705.50,0.00,841197.71,1023248.26,802291.91,856597.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-02-05,10.000262,663946.45,486556.79,2758099.00,0.00,811586.45,1023248.26,802526.17,860797.65
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-05-05,10.244098,692686.34,427380.38,2603401.88,0.00,850866.79,1023248.26,803676.80,864664.39
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-08-05,10.496152,692718.84,485852.90,2893497.50,0.00,855217.79,1023248.26,804914.51,868472.63
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2026-11-05,10.748207,625710.47,508036.35,2839487.25,0.00,776404.30,1023248.26,804245.92,872102.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-02-05,11.000262,621205.72,525875.90,3077650.19,0.00,774719.94,1023248.26,803569.38,875565.54
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-05-05,11.244098,709075.49,471705.25,3264240.00,0.00,888638.18,1023248.26,805414.15,878768.14
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-08-05,11.496152,696215.50,508261.92,2821806.75,0.00,876942.19,1023248.26,806982.41,881935.88
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2027-11-05,11.748207,598153.27,515086.37,2179416.31,0.00,757241.73,1023248.26,805915.24,884967.70
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-02-07,12.005464,591682.60,520725.34,2171350.88,0.00,752927.82,1023248.26,804779.81,887930.83
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-05-05,12.245902,651857.07,455735.83,2418055.06,0.00,833520.42,1023248.26,805344.10,890587.66
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-08-07,12.502732,625922.41,465210.78,2308526.66,0.00,804501.42,1023248.26,805326.79,893312.77
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2028-11-06,12.751366,510101.59,461503.11,1938199.72,0.00,658921.80,1023248.26,802472.10,895846.33
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-02-05,13.000262,489617.59,468130.61,2024101.94,0.00,635631.03,1023248.26,799277.85,898285.50
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-05-07,13.249577,555358.38,397751.03,2087369.56,0.00,724589.93,1023248.26,797872.46,900636.90
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-08-06,13.498892,520718.57,400157.50,1834169.88,0.00,682799.05,1023248.26,795747.14,902901.45
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2029-11-05,13.748207,412939.33,412371.16,1641078.31,0.00,544185.52,1023248.26,791185.22,905083.86
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-02-05,14.000262,380162.77,420822.46,1570569.63,0.00,503529.65,1023248.26,786006.39,907211.25
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-05-06,14.246837,452665.59,327124.73,1598916.06,0.00,602531.79,1023248.26,782830.93,909219.54
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-08-05,14.496152,439329.77,345256.97,1837174.19,0.00,587711.25,1023248.26,779475.12,911180.69
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2030-11-05,14.748207,355947.52,380473.55,1346546.63,0.00,478579.49,1023248.26,774332.66,913095.98
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-02-05,15.000262,354335.97,395392.56,1287564.44,0.00,478826.40,1023248.26,769367.16,914946.91
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-05-05,15.244098,416077.06,302119.69,1356256.67,0.00,565014.78,1023248.26,766098.46,916679.24
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-08-05,15.496152,395898.25,319134.54,1288956.94,0.00,540336.58,1023248.26,762426.30,918412.65
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2031-11-05,15.748207,311420.30,341105.92,1119432.53,0.00,427191.36,1023248.26,757060.76,920090.57
Up,false,DiscountCurve/EUR/0/1Y,0.00010000,,0.00000000,EUR,CPTY_A,2032-02-05,16.000000,287293.10,332887.24,1183154.25,0.00,396091.47,1023248.26,751380.17,921713.97
