#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet
66,2018-08-31,14,105421.692236,77147.647290,0.000000,193155.380883,CPTY_A
67,2018-09-14,14,71180.301723,63956.903219,0.000000,64691.956537,CPTY_A
68,2018-09-28,14,87471.966784,75641.715070,0.000000,102470.545045,CPTY_A
69,2018-10-12,14,101371.692547,74214.341169,0.000000,195835.414095,CPTY_A
70,2018-10-26,14,87259.843551,81572.703897,0.000000,131939.523063,CPTY_A
71,2018-11-09,14,78085.998988,71302.086836,0.000000,95359.818716,CPTY_A
72,2018-11-23,14,85590.943054,78840.279756,0.000000,125869.830624,CPTY_A
73,2018-12-07,14,77131.201759,72248.708580,0.000000,99948.675428,CPTY_A
74,2018-12-21,14,93113.240387,85677.946499,0.000000,98653.231570,CPTY_A
75,2019-01-04,14,77378.803176,72035.612732,0.000000,76158.012872,CPTY_A
76,2019-01-18,14,77736.275779,71782.371624,0.000000,89996.945720,CPTY_A
77,2019-02-01,14,87263.777323,76675.021519,0.000000,126598.108297,CPTY_A
78,2019-02-15,14,112450.769114,78712.557228,0.000000,219647.191714,CPTY_A
79,2019-03-01,14,79835.313102,69336.495062,0.000000,101167.163719,CPTY_A
80,2019-03-15,14,94083.635164,79139.251819,0.000000,124716.070741,CPTY_A
81,2019-03-29,14,93499.645767,68019.127098,0.000000,192911.282065,CPTY_A
82,2019-04-12,14,108160.157251,95257.458024,0.000000,144275.122527,CPTY_A
83,2019-04-26,14,102875.864364,73130.899889,0.000000,181468.057760,CPTY_A
84,2019-05-10,14,75958.773008,68589.621100,0.000000,69306.010790,CPTY_A
85,2019-05-24,14,108420.731248,90647.679223,0.000000,101113.622506,CPTY_A
86,2019-06-07,14,102256.080682,73423.656077,0.000000,82326.472687,CPTY_A
87,2019-06-21,14,87272.839316,73294.692730,0.000000,78295.389686,CPTY_A
88,2019-07-05,14,115987.639085,84901.548987,0.000000,162541.878416,CPTY_A
89,2019-07-19,14,99124.438847,78707.577250,0.000000,114911.607555,CPTY_A
90,2019-08-02,14,86198.053600,77023.179426,0.000000,99193.136525,CPTY_A
91,2019-08-16,14,110061.940646,80829.569937,0.000000,242178.368767,CPTY_A
92,2019-08-30,14,98560.721007,84932.780385,0.000000,115172.734740,CPTY_A
93,2019-09-13,14,97547.135454,74339.070411,0.000000,128510.315249,CPTY_A
94,2019-09-27,14,85455.737085,78309.908356,0.000000,103739.365860,CPTY_A
95,2019-10-11,14,101983.493764,91514.242485,0.000000,159015.209676,CPTY_A
96,2019-10-25,14,78714.832344,72647.131435,0.000000,92861.244218,CPTY_A
97,2019-11-08,14,96636.162810,75378.723593,0.000000,159809.914124,CPTY_A
98,2019-11-22,14,100852.380828,91570.176477,0.000000,89340.304671,CPTY_A
99,2019-12-06,14,78778.865420,69383.812229,0.000000,83878.648746,CPTY_A
100,2019-12-20,14,87656.182783,72458.944097,0.000000,106021.200021,CPTY_A
101,2020-01-03,14,106467.607233,77477.130134,0.000000,122312.430235,CPTY_A
102,2020-01-17,14,107526.932392,92530.566643,0.000000,144333.443986,CPTY_A
103,2020-01-31,14,95433.519004,73564.430079,0.000000,158593.807666,CPTY_A
104,2020-02-14,14,103460.413845,81273.087251,0.000000,146300.181755,CPTY_A
105,2020-02-28,14,92329.343470,68193.265616,0.000000,124671.911081,CPTY_A
106,2020-03-13,14,113546.937556,94716.828556,0.000000,137076.471926,CPTY_A
107,2020-03-27,18,100732.188044,83400.525868,0.000000,100980.667514,CPTY_A
108,2020-04-14,10,107037.795784,82857.973530,0.000000,120062.283349,CPTY_A
109,2020-04-24,17,102204.495195,79377.751761,0.000000,83429.773856,CPTY_A
110,2020-05-11,11,105292.024121,84944.572939,0.000000,143952.269200,CPTY_A
111,2020-05-22,14,85039.637220,72147.308198,0.000000,118733.732703,CPTY_A
112,2020-06-05,14,100950.475000,88219.986983,0.000000,149145.720650,CPTY_A
113,2020-06-19,17,80897.839076,72190.584429,0.000000,113557.743847,CPTY_A
114,2020-07-06,11,107510.537928,89086.158030,0.000000,100965.293114,CPTY_A
115,2020-07-17,14,98191.459021,85634.950288,0.000000,132592.063690,CPTY_A
116,2020-07-31,14,72066.707204,64104.614947,0.000000,73354.959237,CPTY_A
117,2020-08-14,14,80546.488734,68315.936554,0.000000,100600.154843,CPTY_A
118,2020-08-28,14,77841.821847,65477.030525,0.000000,70050.454086,CPTY_A
119,2020-09-11,14,107886.966697,86315.962984,0.000000,204653.870594,CPTY_A
120,2020-09-25,14,98084.409433,81395.190042,0.000000,156354.251488,CPTY_A
121,2020-10-09,14,89259.166590,72479.185950,0.000000,169970.925352,CPTY_A
122,2020-10-23,14,77808.724775,66350.964815,0.000000,108017.691870,CPTY_A
123,2020-11-06,14,99490.330445,79833.655952,0.000000,144403.680454,CPTY_A
124,2020-11-20,14,77691.504069,60923.135675,0.000000,94164.733301,CPTY_A
125,2020-12-04,14,106522.002109,84180.639809,0.000000,139627.030501,CPTY_A
126,2020-12-18,17,79621.797100,76709.449336,0.000000,95838.675559,CPTY_A
127,2021-01-04,11,95937.349543,80791.448138,0.000000,109462.669110,CPTY_A
128,2021-01-15,14,93109.050233,81111.264253,0.000000,97568.280874,CPTY_A
129,2021-01-29,14,90027.954339,82228.579395,0.000000,96464.084542,CPTY_A
130,2021-02-12,14,105935.635939,85637.217205,0.000000,128057.728671,CPTY_A
131,2021-02-26,14,75536.759493,70393.395162,0.000000,86361.997636,CPTY_A
132,2021-03-12,14,98621.215728,76836.435782,0.000000,93327.416465,CPTY_A
133,2021-03-26,14,83336.293774,71825.826933,0.000000,86612.679732,CPTY_A
134,2021-04-09,14,69998.306686,60879.233679,0.000000,85644.823189,CPTY_A
135,2021-04-23,14,120462.736552,94457.202921,0.000000,186476.336224,CPTY_A
136,2021-05-07,14,109862.703994,93749.943230,0.000000,125566.748477,CPTY_A
137,2021-05-21,14,87937.851765,75254.292650,0.000000,89279.387016,CPTY_A
138,2021-06-04,14,69754.976838,63465.675754,0.000000,67031.637160,CPTY_A
139,2021-06-18,14,86250.655733,81273.331098,0.000000,108250.970946,CPTY_A
140,2021-07-02,14,83942.733042,75957.478098,0.000000,87499.271164,CPTY_A
141,2021-07-16,14,90466.676177,71347.084326,0.000000,147775.906024,CPTY_A
142,2021-07-30,14,121427.543325,98064.263965,0.000000,178358.944267,CPTY_A
143,2021-08-13,14,102688.252200,85469.621090,0.000000,74321.398031,CPTY_A
144,2021-08-27,14,65003.125462,56954.119655,0.000000,48403.395269,CPTY_A
145,2021-09-10,14,76059.783564,69498.937507,0.000000,77282.641126,CPTY_A
146,2021-09-24,14,75598.801211,64089.456110,0.000000,100379.613295,CPTY_A
147,2021-10-08,14,116560.990806,92902.990764,0.000000,113147.063577,CPTY_A
148,2021-10-22,14,88603.734374,78128.060294,0.000000,100810.132188,CPTY_A
149,2021-11-05,14,95446.978190,84455.575065,0.000000,78720.374796,CPTY_A
150,2021-11-19,14,97964.832133,81474.361607,0.000000,179490.453002,CPTY_A
151,2021-12-03,14,82868.353490,72500.557122,0.000000,123922.116824,CPTY_A
152,2021-12-17,18,82676.132189,79718.405279,0.000000,90584.824075,CPTY_A
153,2022-01-04,10,75793.401714,71575.647861,0.000000,96484.125186,CPTY_A
154,2022-01-14,14,87471.730040,71377.036475,0.000000,54445.349668,CPTY_A
155,2022-01-28,14,90533.445782,82825.279682,0.000000,114076.811165,CPTY_A
156,2022-02-11,14,80564.920170,72725.157232,0.000000,97254.859499,CPTY_A
157,2022-02-25,14,89190.237665,74484.181071,0.000000,97664.624807,CPTY_A
158,2022-03-11,14,81320.360940,71177.617669,0.000000,156610.136252,CPTY_A
159,2022-03-25,14,94721.255565,84617.855422,0.000000,149376.941426,CPTY_A
160,2022-04-08,14,82339.886298,73772.865798,0.000000,87267.438236,CPTY_A
161,2022-04-22,14,109821.115642,92189.826428,0.000000,153487.334748,CPTY_A
162,2022-05-06,14,90129.904745,75616.122245,0.000000,116006.570563,CPTY_A
163,2022-05-20,14,67422.153862,64940.100735,0.000000,57487.743342,CPTY_A
164,2022-06-03,14,91899.088330,76342.041759,0.000000,199880.939799,CPTY_A
165,2022-06-17,14,97665.979385,81527.407992,0.000000,121075.879929,CPTY_A
166,2022-07-01,14,89053.513042,77915.759920,0.000000,117828.732669,CPTY_A
167,2022-07-15,14,82579.100711,73368.097645,0.000000,104988.514287,CPTY_A
168,2022-07-29,14,62452.453331,59772.106250,0.000000,78381.548175,CPTY_A
169,2022-08-12,14,79716.445569,73927.411210,0.000000,139865.161197,CPTY_A
170,2022-08-26,14,87518.991656,82805.438416,0.000000,118299.989279,CPTY_A
171,2022-09-09,14,72930.375728,70390.861001,0.000000,98535.103491,CPTY_A
172,2022-09-23,14,67798.443075,62086.544329,0.000000,94716.087531,CPTY_A
173,2022-10-07,14,115675.719181,95486.562062,0.000000,152053.578442,CPTY_A
174,2022-10-21,14,83678.039490,72426.525000,0.000000,109990.629546,CPTY_A
175,2022-11-04,14,86534.832337,77369.169352,0.000000,86180.370678,CPTY_A
176,2022-11-18,14,87850.746864,78798.396995,0.000000,126522.648794,CPTY_A
177,2022-12-02,14,92179.152669,87391.432513,0.000000,128072.646352,CPTY_A
178,2022-12-16,14,88558.165692,80848.205480,0.000000,96528.181212,CPTY_A
179,2022-12-30,14,75651.204555,64063.825201,0.000000,137951.091761,CPTY_A
180,2023-01-13,14,82604.122625,77230.490751,0.000000,83274.251592,CPTY_A
181,2023-01-27,14,83151.177840,78598.474877,0.000000,90434.506084,CPTY_A
182,2023-02-10,14,89983.033821,74893.309525,0.000000,178843.025773,CPTY_A
183,2023-02-24,14,82103.223573,71263.313521,0.000000,97901.566566,CPTY_A
184,2023-03-10,14,86696.730328,73126.441778,0.000000,162821.164935,CPTY_A
185,2023-03-24,18,81780.338535,72198.676969,0.000000,92291.449451,CPTY_A
186,2023-04-11,10,87110.061950,73594.527950,0.000000,85517.606499,CPTY_A
187,2023-04-21,14,73868.244279,65621.996880,0.000000,67253.763217,CPTY_A
188,2023-05-05,14,81035.298852,78143.864569,0.000000,80046.331733,CPTY_A
189,2023-05-19,14,89984.450396,80436.295740,0.000000,147356.342947,CPTY_A
190,2023-06-02,14,105124.577929,89434.540399,0.000000,192109.165810,CPTY_A
191,2023-06-16,14,82732.688569,74653.691140,0.000000,85584.961413,CPTY_A
192,2023-06-30,14,79009.268899,68656.203741,0.000000,104369.214941,CPTY_A
193,2023-07-14,14,87106.594009,84410.946715,0.000000,68488.016283,CPTY_A
194,2023-07-28,14,80751.801841,74561.334109,0.000000,84943.130825,CPTY_A
195,2023-08-11,14,81318.764969,74921.105952,0.000000,103783.645986,CPTY_A
196,2023-08-25,14,98967.851298,81729.724839,0.000000,115488.700393,CPTY_A
197,2023-09-08,14,84896.552481,80804.744409,0.000000,98435.433850,CPTY_A
198,2023-09-22,14,90075.651705,79724.517083,0.000000,143415.073935,CPTY_A
199,2023-10-06,14,74442.539037,64721.520083,0.000000,57413.729962,CPTY_A
200,2023-10-20,14,99183.287216,84545.282271,0.000000,123488.949249,CPTY_A
201,2023-11-03,14,112824.409759,104608.846755,0.000000,157534.667117,CPTY_A
202,2023-11-17,14,80985.641235,70171.072465,0.000000,136841.826600,CPTY_A
203,2023-12-01,14,72931.718373,70353.511588,0.000000,91632.349297,CPTY_A
204,2023-12-15,14,104054.495907,94169.843498,0.000000,89776.651948,CPTY_A
205,2023-12-29,14,88074.254056,78290.874767,0.000000,107223.375227,CPTY_A
206,2024-01-12,14,82788.790117,73409.548264,0.000000,124041.843906,CPTY_A
207,2024-01-26,14,82994.693387,81256.954368,0.000000,123088.533571,CPTY_A
208,2024-02-09,14,96715.346981,87168.220471,0.000000,167597.878833,CPTY_A
209,2024-02-23,14,72093.020993,61613.792222,0.000000,67727.873012,CPTY_A
210,2024-03-08,14,97419.175934,86619.981750,0.000000,100440.405884,CPTY_A
211,2024-03-22,14,89728.277326,87898.225069,0.000000,112780.899757,CPTY_A
212,2024-04-05,14,90094.829407,77802.878401,0.000000,129340.913352,CPTY_A
213,2024-04-19,14,71845.194813,70098.367821,0.000000,133870.025433,CPTY_A
214,2024-05-03,14,107600.716751,93165.264775,0.000000,131703.255866,CPTY_A
215,2024-05-17,14,90701.962933,86616.220251,0.000000,81180.160239,CPTY_A
216,2024-05-31,14,117797.099725,98739.333665,0.000000,172970.649175,CPTY_A
217,2024-06-14,14,76251.686496,69976.244282,0.000000,99659.421978,CPTY_A
218,2024-06-28,14,75262.241327,71872.984632,0.000000,79377.350451,CPTY_A
219,2024-07-12,14,82812.547020,71291.548946,0.000000,127149.379234,CPTY_A
220,2024-07-26,14,106143.031219,95440.973470,0.000000,107370.798896,CPTY_A
221,2024-08-09,14,104267.235744,97514.249458,0.000000,140145.258496,CPTY_A
222,2024-08-23,14,88443.628239,76947.366251,0.000000,179164.951851,CPTY_A
223,2024-09-06,14,101469.514667,97193.820047,0.000000,130794.783479,CPTY_A
224,2024-09-20,14,86126.976888,78376.360758,0.000000,88633.441962,CPTY_A
225,2024-10-04,14,88542.417135,73533.223329,0.000000,147082.752573,CPTY_A
226,2024-10-18,14,103709.263865,89394.199889,0.000000,140563.754131,CPTY_A
227,2024-11-01,14,84427.881391,77010.661113,0.000000,107140.233773,CPTY_A
228,2024-11-15,14,81366.427266,80414.506179,0.000000,79317.410351,CPTY_A
229,2024-11-29,14,107263.228855,97183.588007,0.000000,186046.231555,CPTY_A
230,2024-12-13,14,105972.464538,89513.135617,0.000000,110674.666541,CPTY_A
231,2024-12-27,14,100820.983346,84840.298590,0.000000,146964.018206,CPTY_A
232,2025-01-10,14,81966.268203,75009.380919,0.000000,94693.098291,CPTY_A
233,2025-01-24,14,132503.400202,111210.606281,0.000000,165855.377605,CPTY_A
234,2025-02-07,14,72943.734408,62979.494045,0.000000,103022.552858,CPTY_A
235,2025-02-21,14,92224.614311,75605.159074,0.000000,163003.085563,CPTY_A
236,2025-03-07,14,89353.560263,73068.900082,0.000000,149522.758260,CPTY_A
237,2025-03-21,14,103912.598170,99648.980982,0.000000,163350.518189,CPTY_A
238,2025-04-04,18,89968.421215,86784.657171,0.000000,112295.394109,CPTY_A
239,2025-04-22,10,78237.815801,66385.942657,0.000000,104822.722642,CPTY_A
240,2025-05-02,14,110490.049115,101062.838220,0.000000,133621.024235,CPTY_A
241,2025-05-16,14,98798.445699,83396.449861,0.000000,135991.020580,CPTY_A
242,2025-05-30,14,86045.715338,81449.685000,0.000000,91027.032958,CPTY_A
243,2025-06-13,14,113471.337791,99104.934002,0.000000,156947.536988,CPTY_A
244,2025-06-27,14,83186.463278,73918.270962,0.000000,79265.357469,CPTY_A
245,2025-07-11,14,96328.785867,91862.219034,0.000000,124557.346203,CPTY_A
246,2025-07-25,14,100373.706179,97667.817016,0.000000,166438.582366,CPTY_A
247,2025-08-08,14,95070.370422,88231.396929,0.000000,92106.781477,CPTY_A
248,2025-08-22,14,107277.205614,101171.555388,0.000000,122547.007496,CPTY_A
249,2025-09-05,14,98891.288631,83086.283781,0.000000,152704.818276,CPTY_A
250,2025-09-19,14,109199.664467,87701.698766,0.000000,152927.730792,CPTY_A
251,2025-10-03,14,105785.333105,93229.056357,0.000000,148360.071202,CPTY_A
252,2025-10-17,14,79847.163096,71968.460077,0.000000,107853.409405,CPTY_A
253,2025-10-31,14,86181.833773,68339.927128,0.000000,73185.888881,CPTY_A
254,2025-11-14,14,105557.974031,100365.123397,0.000000,195611.961859,CPTY_A
255,2025-11-28,14,96195.952993,85784.657534,0.000000,141056.377555,CPTY_A
256,2025-12-12,17,76188.183013,69581.551716,0.000000,129820.924957,CPTY_A
257,2025-12-29,11,72091.313217,64909.375623,0.000000,76083.779610,CPTY_A
258,2026-01-09,14,90049.815771,83827.391620,0.000000,130940.883495,CPTY_A
259,2026-01-23,14,89350.996738,85038.554342,0.000000,120889.020648,CPTY_A
260,2026-02-06,14,97718.640695,92856.568221,0.000000,162498.057576,CPTY_A
261,2026-02-20,14,129916.493742,110824.155814,0.000000,179468.676260,CPTY_A
262,2026-03-06,14,118368.330633,96016.612440,0.000000,191630.555782,CPTY_A
263,2026-03-20,18,113037.151817,105772.812057,0.000000,109693.941379,CPTY_A
264,2026-04-07,10,111451.969473,88267.351538,0.000000,98985.925415,CPTY_A
265,2026-04-17,18,131831.017194,104207.670409,0.000000,218438.168675,CPTY_A
266,2026-05-05,10,103562.014175,96339.943200,0.000000,114874.059531,CPTY_A
267,2026-05-15,14,69936.212305,64610.314946,0.000000,86015.327656,CPTY_A
268,2026-05-29,14,100744.531102,88564.158190,0.000000,122969.051725,CPTY_A
269,2026-06-12,14,85305.366485,72086.067179,0.000000,81740.512154,CPTY_A
270,2026-06-26,14,105151.066218,95705.571347,0.000000,145188.510185,CPTY_A
271,2026-07-10,14,138472.864524,132086.966248,0.000000,194088.283546,CPTY_A
272,2026-07-24,14,113026.619442,99126.165094,0.000000,183347.315999,CPTY_A
273,2026-08-07,14,73840.824052,71415.686950,0.000000,103206.613150,CPTY_A
274,2026-08-21,14,91661.916671,90013.282386,0.000000,126550.395200,CPTY_A
275,2026-09-04,14,108759.928745,92403.274342,0.000000,147866.166025,CPTY_A
276,2026-09-18,14,89009.986500,84483.729293,0.000000,94362.718069,CPTY_A
277,2026-10-02,14,98146.303360,99024.503326,0.000000,161078.101763,CPTY_A
278,2026-10-16,14,103012.578027,94106.895624,0.000000,122734.643221,CPTY_A
279,2026-10-30,14,66378.459969,65986.316580,0.000000,134177.100749,CPTY_A
280,2026-11-13,14,111714.108562,102319.909729,0.000000,181200.454709,CPTY_A
281,2026-11-27,14,102460.046226,98711.729375,0.000000,118928.698240,CPTY_A
282,2026-12-11,18,73603.486205,71183.710394,0.000000,88511.614635,CPTY_A
283,2026-12-29,10,103151.758189,92628.426817,0.000000,98536.608565,CPTY_A
284,2027-01-08,14,76660.865242,72369.298405,0.000000,72176.397080,CPTY_A
285,2027-01-22,14,96301.435178,94763.992344,0.000000,94042.118098,CPTY_A
286,2027-02-05,14,94760.482109,75812.219509,0.000000,178941.920335,CPTY_A
287,2027-02-19,14,75856.020825,69824.801678,-11482.869204,96304.215269,CPTY_A
288,2027-03-05,14,89288.497397,82623.842505,0.000000,109934.800973,CPTY_A
289,2027-03-19,14,70683.952573,68380.208982,0.000000,80600.867220,CPTY_A
290,2027-04-02,14,90405.974766,89593.275084,0.000000,164833.799022,CPTY_A
291,2027-04-16,14,90869.834316,74670.236692,0.000000,124522.432122,CPTY_A
292,2027-04-30,14,77895.749177,78022.526617,0.000000,116427.589862,CPTY_A
293,2027-05-14,14,86068.829505,81531.479153,0.000000,107733.017838,CPTY_A
294,2027-05-28,14,65310.153756,60663.338250,0.000000,85721.316404,CPTY_A
295,2027-06-11,14,70228.782833,69930.126023,0.000000,144102.426987,CPTY_A
296,2027-06-25,14,84906.495266,81122.101508,0.000000,136523.129681,CPTY_A
297,2027-07-09,14,92693.447101,82515.628752,0.000000,79442.598178,CPTY_A
298,2027-07-23,14,97919.969001,83444.987907,0.000000,116318.653270,CPTY_A
299,2027-08-06,14,91151.681090,82085.675322,0.000000,107025.445848,CPTY_A
300,2027-08-20,14,92911.563002,86628.447999,-12592.437432,120587.665315,CPTY_A
301,2027-09-03,14,67582.605773,58450.324722,0.000000,91179.575276,CPTY_A
302,2027-09-17,14,86397.297975,73590.499443,0.000000,97214.737908,CPTY_A
303,2027-10-01,14,64178.862600,54635.812105,0.000000,70596.624466,CPTY_A
304,2027-10-15,14,77053.071817,75415.043910,0.000000,113312.280786,CPTY_A
305,2027-10-29,14,79106.951939,65169.995007,0.000000,134776.384460,CPTY_A
306,2027-11-12,14,86234.463641,81005.464784,0.000000,156523.558041,CPTY_A
307,2027-11-26,14,57069.313834,49744.133337,0.000000,80712.078621,CPTY_A
308,2027-12-10,19,70192.938647,66383.584136,0.000000,107566.650645,CPTY_A
309,2027-12-29,9,113740.817537,97417.443957,0.000000,175029.735667,CPTY_A
310,2028-01-07,14,78941.442921,75472.534266,0.000000,96850.974054,CPTY_A
311,2028-01-21,14,85204.078329,87550.059534,0.000000,57755.858648,CPTY_A
312,2028-02-04,14,93593.939417,88791.591630,0.000000,136742.323397,CPTY_A
313,2028-02-18,14,74426.810402,66379.202038,55954.796484,103696.542926,CPTY_A
314,2028-03-03,14,60735.640712,59656.790858,0.000000,93917.205074,CPTY_A
315,2028-03-17,14,96207.502115,88798.622812,0.000000,113311.471229,CPTY_A
316,2028-03-31,18,59897.323051,60090.929471,0.000000,80673.511407,CPTY_A
317,2028-04-18,10,88005.684148,79647.533622,0.000000,99845.469467,CPTY_A
318,2028-04-28,14,71089.402203,69827.197736,0.000000,81520.514344,CPTY_A
319,2028-05-12,14,63541.088381,63201.575087,0.000000,65220.364041,CPTY_A
320,2028-05-26,14,61483.881679,56138.303240,0.000000,91172.420451,CPTY_A
321,2028-06-09,14,60153.130036,57116.448011,0.000000,88908.421841,CPTY_A
322,2028-06-23,14,90071.287249,78520.714648,0.000000,123153.664703,CPTY_A
323,2028-07-07,14,66672.233604,64235.625751,0.000000,70803.830139,CPTY_A
324,2028-07-21,14,78237.183853,68742.758421,0.000000,81993.695306,CPTY_A
325,2028-08-04,14,87725.532955,85413.126260,0.000000,97892.112820,CPTY_A
326,2028-08-18,14,74253.766851,67223.099000,-12427.667646,165658.614449,CPTY_A
327,2028-09-01,14,92565.834006,91137.169216,0.000000,120651.520302,CPTY_A
328,2028-09-15,14,55034.180945,54917.506890,0.000000,89840.501456,CPTY_A
329,2028-09-29,14,59108.230934,51010.800923,0.000000,110965.353872,CPTY_A
330,2028-10-13,14,72595.369989,71579.055087,0.000000,80102.542717,CPTY_A
331,2028-10-27,17,45654.313347,45584.367851,0.000000,49328.737408,CPTY_A
332,2028-11-13,11,71031.642130,63763.361883,0.000000,94266.703094,CPTY_A
333,2028-11-24,14,65873.731842,65283.124471,0.000000,92476.079897,CPTY_A
334,2028-12-08,14,68780.583439,58544.005158,0.000000,145838.270061,CPTY_A
335,2028-12-22,14,66573.574349,65249.091659,0.000000,95358.164807,CPTY_A
336,2029-01-05,14,45574.649172,43673.721089,0.000000,63814.384036,CPTY_A
337,2029-01-19,14,63456.061963,61362.936715,0.000000,80888.951487,CPTY_A
