#TradeId,Factor,Up/Down,Base NPV,Scenario NPV,Difference
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/2/2Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/3/3Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/4/5Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/5/7Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/6/10Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/7/15Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EONIA/8/20Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/0/6M,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/1/1Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/2/2Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/3/3Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/4/5Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/5/7Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/6/10Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/7/15Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-3M/8/20Y,Cross,-262631.05,-262651.74,-20.69
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/0/6M,Cross,-262631.05,-262640.09,-9.05
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/1/1Y,Cross,-262631.05,-262649.07,-18.03
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/2/2Y,Cross,-262631.05,-262644.96,-13.92
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/3/3Y,Cross,-262631.05,-262645.76,-14.71
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/4/5Y,Cross,-262631.05,-262679.67,-48.62
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/5/7Y,Cross,-262631.05,-262813.16,-182.11
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/6/10Y,Cross,-262631.05,-263183.16,-552.11
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/7/15Y,Cross,-262631.05,-263599.88,-968.83
SWAP_EUR,DiscountCurve/EUR/2/2Y:IndexCurve/EUR-EURIBOR-6M/8/20Y,Cross,-262631.05,-280001.20,-17370.15
SWAP_EUR,DiscountCurve/EUR/3/3Y:DiscountCurve/EUR/4/5Y,Cross,-262631.05,-262705.38,-74.33
SWAP_EUR,DiscountCurve/EUR/3/3Y:DiscountCurve/EUR/5/7Y,Cross,-262631.05,-262630.25,0.80
SWAP_EUR,DiscountCurve/EUR/3/3Y:DiscountCurve/EUR/6/10Y,Cross,-262631.05,-262444.41,186.64
SWAP_EUR,DiscountCurve/EUR/3/3Y:DiscountCurve/EUR/7/15Y,Cross,-262631.05,-262250.45,380.60
SWAP_EUR,DiscountCurve/EUR/3/3Y:DiscountCurve/EUR/8/20Y,Cross,-262631.05,-262438.06,192.99
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/0/6M,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/1/1Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/2/2Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/3/3Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/4/5Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/5/7Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/6/10Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/7/15Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EONIA/8/20Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/0/6M,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/1/1Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/2/2Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/3/3Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/4/5Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/5/7Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/6/10Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/7/15Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-3M/8/20Y,Cross,-262631.05,-262665.70,-34.66
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/0/6M,Cross,-262631.05,-262654.06,-23.01
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/1/1Y,Cross,-262631.05,-262662.89,-31.85
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/2/2Y,Cross,-262631.05,-262659.57,-28.52
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/3/3Y,Cross,-262631.05,-262659.55,-28.50
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/4/5Y,Cross,-262631.05,-262693.06,-62.02
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/5/7Y,Cross,-262631.05,-262827.12,-196.08
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/6/10Y,Cross,-262631.05,-263197.12,-566.08
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/7/15Y,Cross,-262631.05,-263613.85,-982.80
SWAP_EUR,DiscountCurve/EUR/3/3Y:IndexCurve/EUR-EURIBOR-6M/8/20Y,Cross,-262631.05,-280015.17,-17384.12
SWAP_EUR,DiscountCurve/EUR/4/5Y:DiscountCurve/EUR/5/7Y,Cross,-262631.05,-262635.26,-4.22
SWAP_EUR,DiscountCurve/EUR/4/5Y:DiscountCurve/EUR/6/10Y,Cross,-262631.05,-262449.42,181.62
SWAP_EUR,DiscountCurve/EUR/4/5Y:DiscountCurve/EUR/7/15Y,Cross,-262631.05,-262255.46,375.58
SWAP_EUR,DiscountCurve/EUR/4/5Y:DiscountCurve/EUR/8/20Y,Cross,-262631.05,-262443.07,187.97
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/0/6M,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/1/1Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/2/2Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/3/3Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/4/5Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/5/7Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/6/10Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/7/15Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EONIA/8/20Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/0/6M,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/1/1Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/2/2Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/3/3Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/4/5Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/5/7Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/6/10Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/7/15Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-3M/8/20Y,Cross,-262631.05,-262670.72,-39.67
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/0/6M,Cross,-262631.05,-262659.08,-28.03
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/1/1Y,Cross,-262631.05,-262667.91,-36.86
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/2/2Y,Cross,-262631.05,-262664.15,-33.10
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/3/3Y,Cross,-262631.05,-262665.84,-34.79
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/4/5Y,Cross,-262631.05,-262698.03,-66.98
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/5/7Y,Cross,-262631.05,-262830.81,-199.76
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/6/10Y,Cross,-262631.05,-263202.14,-571.09
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/7/15Y,Cross,-262631.05,-263618.86,-987.82
SWAP_EUR,DiscountCurve/EUR/4/5Y:IndexCurve/EUR-EURIBOR-6M/8/20Y,Cross,-262631.05,-280020.18,-17389.14
SWAP_EUR,DiscountCurve/EUR/5/7Y:DiscountCurve/EUR/6/10Y,Cross,-262631.05,-262374.31,256.73
SWAP_EUR,DiscountCurve/EUR/5/7Y:DiscountCurve/EUR/7/15Y,Cross,-262631.05,-262180.33,450.71
SWAP_EUR,DiscountCurve/EUR/5/7Y:DiscountCurve/EUR/8/20Y,Cross,-262631.05,-262367.94,263.10
SWAP_EUR,DiscountCurve/EUR/5/7Y:IndexCurve/EUR-EONIA/0/6M,Cross,-262631.05,-262595.59,35.46
